game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating
6353,0,61,Mate,1,10+0,cheshirekat,1841,gijoel749,1916
6354,0,45,Mate,1,10+0,gijoel749,1916,pkmntrainer,1213
6355,0,37,Mate,1,10+0,gijoel749,1916,scisteiner,1562
6356,0,26,Resign,0,10+0,joanb,1429,gijoel749,1916
6357,0,35,Mate,1,10+0,gijoel749,1916,sprucelake1,843
6358,0,53,Resign,1,10+0,troubleclef,1808,gijoel749,1916
6359,1,76,Resign,0,7+2,turk1453,1755,hannibal66,1672
6360,1,37,Resign,1,5+8,svetra,1661,hannibal66,1694
6361,1,39,Out of Time,1,10+0,hannibal66,1679,tarnanas,1565
6362,1,49,Resign,0,10+0,sharok,1375,hannibal66,1671
6363,1,60,Resign,0,8+0,kng7kng,1539,hannibal66,1654
6364,1,18,Resign,0,5+5,arya55,1629,hannibal66,1629
6365,1,104,Mate,0,5+5,skchess,1722,hannibal66,1592
6366,1,30,Resign,0,5+5,hannibal66,1612,skchess,1714
6367,1,51,Mate,1,5+5,skchess,1705,hannibal66,1635
6368,1,110,Draw,0.5,5+5,lora_cat,1653,hannibal66,1633
6369,1,59,Resign,1,5+8,alt300,1621,hannibal66,1673
6370,1,99,Draw,0.5,10+0,hosein_rabiee_g,1514,asianindahouse,1479
6371,1,82,Mate,0,10+0,asianindahouse,1489,hosein_rabiee_g,1504
6372,1,99,Mate,1,10+0,asianindahouse,1480,stivbators,1432
6373,1,56,Mate,0,10+0,asianindahouse,1489,bastian2009,1540
6374,1,124,Draw,0.5,10+0,alphalimaindia,1510,asianindahouse,1488
6375,1,30,Resign,0,10+0,stig83,1593,asianindahouse,1474
6376,1,72,Mate,0,10+0,asianindahouse,1485,chimeravirus,1470
6377,1,49,Resign,1,10+0,asianindahouse,1470,ellidafearless12345,1625
6378,1,50,Resign,0,10+0,asianindahouse,1478,streetbishop,1560
6379,1,54,Resign,0,10+0,asianindahouse,1491,eugenebig,1425
6380,1,30,Resign,0,10+0,mldestroyer,1341,asianindahouse,1484
6381,1,87,Resign,1,10+0,yarkiller,1547,asianindahouse,1493
6382,1,47,Resign,1,10+0,asianindahouse,1482,atanuk,1508
6383,1,61,Out of Time,1,10+0,asianindahouse,1472,tarbainternationnal,1450
6384,1,57,Mate,1,10+0,tarbainternationnal,1438,asianindahouse,1484
6385,1,40,Resign,0,10+0,asianindahouse,1497,tarbainternationnal,1426
6386,1,23,Resign,1,10+0,sinneba,1527,asianindahouse,1507
6387,1,16,Mate,0,10+0,asianindahouse,1518,sinneba,1516
6388,1,58,Resign,0,10+0,asianindahouse,1529,avb123,1518
6389,1,56,Resign,0,10+0,gilgamesch111,1499,asianindahouse,1519
6390,1,23,Mate,1,10+0,asianindahouse,1508,gilgamesch111,1509
6391,1,27,Mate,1,10+0,josefreitas,1516,theamazingsword,1173
6392,1,13,Resign,1,10+0,santanabrown,1550,theamazingsword,1194
6393,1,105,Resign,1,10+0,unlz,1481,theamazingsword,1235
6394,1,10,Mate,0,10+0,theamazingsword,1303,unlz,1475
6395,1,58,Mate,0,8+10,theamazingsword,1345,halo-halo,1701
6396,1,27,Mate,1,14+14,circuitbreaker,1500,theamazingsword,1500
6397,1,57,Mate,1,5+10,libar,1718,dpoty,1608
6398,1,100,Mate,0,10+8,dpoty,1608,ebram,1511
6399,1,73,Resign,0,5+10,letterss,1693,dpoty,1591
6400,1,53,Out of Time,1,5+10,dpoty,1580,ebram,1520
6401,1,64,Out of Time,0,5+10,ebram,1530,dpoty,1568
6402,1,119,Mate,1,5+10,percheronwaine,1480,dpoty,1584
6403,1,38,Resign,0,5+10,bootsforcats,1531,dpoty,1569
6404,1,106,Mate,0,5+10,bogdan2006,1571,dpoty,1554
6405,1,31,Resign,1,5+10,dpoty,1544,jrui,1427
6406,1,54,Resign,0,5+10,jrui,1434,dpoty,1534
6407,1,30,Mate,0,5+10,fjsr,1517,dpoty,1519
6408,1,28,Resign,0,5+10,markomejia7,1549,dpoty,1504
6409,1,52,Resign,0,5+10,icecreamdealer,1746,dpoty,1479
6410,1,32,Resign,0,180+0,carlosz,1640,dpoty,1456
6411,1,117,Mate,1,5+10,alfka1,1560,dpoty,1467
6412,1,44,Resign,0,5+10,thehuy186,1589,dpoty,1445
6413,1,58,Mate,0,5+10,riddem_n_rims,1445,dpoty,1428
6414,1,34,Resign,0,5+10,xeltamvp,1621,dpoty,1403
6415,1,60,Mate,0,5+10,fernandokasparov,1407,dpoty,1390
6416,1,46,Resign,0,5+10,oktry,1277,dpoty,1378
6417,1,58,Resign,0,5+10,jefeciego,1375,dpoty,1361
6418,1,129,Resign,1,5+10,nachoilles,1690,dpoty,1365
6419,1,17,Resign,1,5+10,jhederih,1252,dpoty,1387
6420,1,3,Resign,1,5+10,james225,1359,dpoty,1401
6421,1,109,Resign,1,5+10,gorrillabob,1384,dpoty,1420
6422,1,76,Mate,0,5+10,dpoty,1445,septagonizate,1210
6423,1,60,Mate,0,5+10,dpoty,1466,at70,1405
6424,1,78,Mate,0,5+10,dpoty,1492,chtichessplayer,1646
6425,1,98,Mate,0,5+10,dpoty,1487,cesp62,2008
6426,1,62,Mate,0,5+10,dpoty,1503,bogdan2006,1569
6427,1,96,Draw,0.5,5+10,dpoty,1511,slava010976,1363
6428,1,39,Resign,1,5+10,dpoty,1499,mark1217,1315
6429,1,73,Resign,1,5+10,dpoty,1480,fjsr,1389
6430,1,49,Resign,0,5+10,fjsr,1397,dpoty,1459
6431,1,152,Resign,0,5+10,dpoty,1491,fjsr,1383
6432,1,43,Resign,1,5+10,dpoty,1474,exodus317,1312
6433,1,52,Mate,0,5+10,dpoty,1477,scabbard,2047
6434,1,40,Resign,0,5+10,dpoty,1490,katumbayona,1709
6435,1,63,Resign,1,5+10,dpoty,1462,carma930830,1413
6436,1,21,Mate,1,5+10,dpoty,1435,dildo_faggins,1500
6437,1,59,Resign,1,5+10,dpoty,1404,ellelawliet,1357
6438,1,46,Draw,0.5,5+10,ellelawliet,1355,dpoty,1409
6439,1,40,Mate,0,5+10,dpoty,1444,chessgpi,1491
6440,1,50,Mate,0,5+10,alejandr,1104,dpoty,1430
6441,1,108,Mate,0,5+10,dpoty,1441,tonypons,1807
6442,1,80,Mate,0,5+10,schwert,1715,dpoty,1343
6443,1,51,Mate,1,30+30,riemannn,1744,nitin123,1174
6444,1,42,Mate,0,30+30,nitin123,1177,daveyjones01,1510
6445,1,131,Mate,1,45+45,angborxley,1423,nitin123,1182
6446,1,86,Mate,0,45+45,nitin123,1185,jshholland,1542
6447,1,47,Mate,1,45+45,petruchio,1421,nitin123,1190
6448,1,59,Mate,1,30+30,elixr,1450,nitin123,1195
6449,1,159,Mate,1,15+0,thehip,1301,nitin123,1204
6450,1,62,Mate,0,7+8,nitin123,1211,polxxxx,1354
6451,1,14,Resign,0,10+0,golal,1228,mahfi,1812
6452,0,34,Mate,0,30+0,golal,1228,gfdsa,1500
6453,1,11,Draw,0.5,5+8,awesomegurl,1500,golal,1210
6454,0,26,Mate,0,10+0,basila,1038,sysodaff,1523
6455,0,61,Mate,1,10+0,sysodaff,1523,basila,1038
6456,1,60,Mate,0,15+0,sysodaff,1558,v_clava38,1764
6457,1,69,Mate,1,10+12,nepnep,1689,sysodaff,1630
6458,1,11,Resign,1,9+2,hellohello11,1752,sysodaff,1740
6459,1,41,Resign,1,15+3,sysodaff,1500,babichecrb,1594
6460,1,60,Mate,0,60+0,ninjoe,1423,kurlmercury,1584
6461,1,11,Mate,1,35+10,joethoma,1764,ninjoe,1500
6462,1,65,Resign,1,18+20,ahmedgomez,1445,mahmoud_safyan,1649
6463,1,25,Mate,1,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6464,1,141,Mate,1,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6465,1,93,Resign,1,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6466,0,48,Mate,0,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6467,0,30,Mate,0,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6468,0,40,Resign,0,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6469,1,52,Resign,0,20+20,mahmoud_safyan,1649,ahmedgomez,1445
6470,1,27,Mate,1,20+20,mahmoud_safyan,1649,ahmedgomez,1445
6471,1,121,Resign,0,30+30,mahmoud_safyan,1649,ahmedgomez,1445
6472,0,28,Resign,0,30+30,ahmedgomez,1445,mahmoud_safyan,1649
6473,1,91,Mate,1,30+30,mahmoud_safyan,1649,ahmedgomez,1445
6474,1,105,Resign,0,20+20,ahmedgomez,1445,mahmoud_safyan,1649
6475,1,60,Resign,0,30+30,mahmoud_safyan,1649,ahmedgomez,1445
6476,0,123,Resign,1,30+30,mahmoud_safyan,1649,ahmedgomez,1445
6477,1,80,Mate,0,20+20,ahmedgomez,1450,mahmoud_safyan,1649
6478,0,99,Out of Time,1,8+8,mahmoud_safyan,1649,enemyace,1440
6479,1,128,Mate,0,20+20,abdallah_t_mahmoud,1702,mahmoud_safyan,1649
6480,0,85,Mate,1,11+0,tzgeorgios,1683,mahmoud_safyan,1649
6481,1,89,Mate,1,7+7,mahmoud_safyan,1649,pouriya72,1330
6482,1,33,Resign,1,15+0,ouroboros1984,1627,mahmoud_safyan,1649
6483,1,95,Mate,1,20+20,mahmoud_safyan,1649,ahmedgomez,1447
6484,0,2,Resign,0,15+0,mahmoud_safyan,1649,doomchess,1703
6485,0,3,Resign,1,15+0,doomchess,1703,mahmoud_safyan,1649
6486,1,42,Resign,0,8+8,casparon,1718,mahmoud_safyan,1649
6487,1,29,Resign,0,10+0,mahmoud_safyan,1649,angelo701,1608
6488,1,43,Resign,1,10+5,mahmoud_safyan,1649,kop68,1888
6489,1,26,Resign,0,10+5,jbrzo,1901,mahmoud_safyan,1629
6490,1,60,Mate,0,10+5,andolo,1799,mahmoud_safyan,1611
6491,1,33,Mate,1,6+5,mahmoud_safyan,1594,erickmanuelh,1750
6492,1,46,Resign,0,6+5,russia-tambov,1765,mahmoud_safyan,1577
6493,0,9,Resign,1,6+15,georgethes,1670,mahmoud_safyan,1577
6494,0,41,Mate,1,15+0,dennider,1677,mahmoud_safyan,1577
6495,1,42,Mate,0,20+20,ahmedgomez,1455,mahmoud_safyan,1569
6496,1,31,Resign,1,19+20,mahmoud_safyan,1549,malek28,1427
6497,1,86,Mate,0,20+20,mahmoud_safyan,1564,ahmedgomez,1437
6498,1,80,Draw,0.5,20+20,ahmedgomez,1432,mahmoud_safyan,1568
6499,1,31,Mate,1,20+20,mahmoud_safyan,1560,ahmedgomez,1440
6500,1,48,Mate,0,20+20,ahmedgomez,1449,mahmoud_safyan,1551
6501,1,129,Resign,0,30+0,mahmoud_safyan,1560,nasu,1596
6502,1,67,Resign,1,20+20,mahmoud_safyan,1542,ahmedgomez,1469
6503,1,114,Resign,0,5+8,lalikir,1655,mahmoud_safyan,1526
6504,1,66,Mate,0,15+0,mahmoud_safyan,1535,ilchenko,1579
6505,0,67,Resign,1,15+3,ak6664,1586,yyolloit,1500
6506,0,30,Resign,1,17+1,ak6664,1586,a55s72,1452
6507,1,2,Resign,0,25+1,a55s72,1670,ak6664,1345
6508,1,182,Resign,0,25+1,ak6664,1500,a55s72,1500
6509,0,149,Draw,0.5,11+1,a55s72,1500,ak6664,1500
6510,0,42,Mate,0,10+8,giantcowfilms,1500,nidude,1500
6511,1,68,Resign,0,10+0,mehmetali_t,1538,umutarda_m,1553
6512,1,49,Resign,1,10+0,mehmetali_t,1528,snupi,1517
6513,0,36,Resign,0,20+5,mehmetali_t,1528,sebastianandratpar,1594
6514,0,123,Mate,1,20+5,mehmetali_t,1528,celiktekne,1442
6515,0,50,Resign,1,20+5,mehmetali_t,1528,superbongo,1790
6516,1,58,Resign,0,15+0,ka0017,1473,mehmetali_t,1518
6517,0,8,Resign,1,20+20,mehmetali_t,1518,sudebala,1760
6518,0,10,Resign,1,20+20,mehmetali_t,1518,ege48,1545
6519,0,8,Resign,1,20+20,mehmetali_t,1518,sollagan,1368
6520,0,126,Draw,0.5,10+5,mehmetali_t,1518,nosllohcin,1438
6521,0,10,Draw,0.5,20+25,mehmetali_t,1518,sudebala,1760
6522,0,8,Draw,0.5,20+25,mehmetali_t,1518,kadirkv,1875
6523,0,10,Draw,0.5,20+5,mehmetali_t,1518,a_arda_y,1500
6524,0,29,Resign,0,20+5,mehmetali_t,1518,sudebala,1760
6525,0,5,Resign,1,20+60,a_arda_y,1500,mehmetali_t,1518
6526,1,24,Resign,0,10+0,barneystinsonking,1471,mehmetali_t,1509
6527,1,74,Out of Time,0,10+0,mehmetali_t,1518,anoona,1603
6528,1,99,Mate,1,10+0,vasia1,1746,mehmetali_t,1523
6529,1,86,Resign,0,10+0,mehmetali_t,1532,csiga13,1597
6530,1,89,Mate,1,10+0,kmlarm,1359,mehmetali_t,1532
6531,0,49,Resign,0,30+30,mehmetali_t,1541,michelangeio,2460
6532,1,50,Resign,0,10+5,mehmetali_t,1557,shuthdar,1409
6533,1,39,Resign,1,10+2,mehmetali_t,1549,viiiiiiooooonz,1439
6534,1,47,Resign,1,25+10,u_durucay,1689,mehmetali_t,1556
6535,1,71,Resign,1,25+10,ogul,1577,mehmetali_t,1567
6536,0,43,Mate,1,5+8,serg2223,1659,beanthekid,1489
6537,0,45,Mate,1,5+8,volpe_v2,1383,beanthekid,1489
6538,1,133,Resign,1,8+5,arunava10,1643,canarion47,1924
6539,1,34,Resign,1,15+10,arunava10,1596,doevert,1573
6540,1,39,Resign,1,10+15,arunava10,1522,andr3a,1627
6541,1,39,Resign,1,30+0,arunava10,1461,thiagobezerra,1434
6542,0,32,Mate,0,30+150,navin,1500,arunava10,1461
6543,0,31,Mate,1,20+0,arunava10,1500,joaquinmalaga,1500
6544,1,80,Mate,0,45+0,wangman72,1500,arunava10,1519
6545,1,23,Resign,1,15+5,jp819,1698,arunava10,1612
6546,1,39,Mate,1,25+5,arunava10,1500,cabrito,1327
6547,0,114,Resign,0,5+5,athrye,1236,karsh,1304
6548,1,110,Resign,0,5+8,tealeaf,1500,karsh,1288
6549,0,87,Resign,1,15+10,ozuoze,1576,karsh,1288
6550,1,67,Resign,1,10+0,hargle,1333,karsh,1302
6551,1,84,Resign,1,10+0,kasrah,1335,karsh,1318
6552,1,34,Resign,0,10+0,karsh,1336,kasrah,1324
6553,1,67,Resign,1,15+0,karsh,1326,floridabooom,1141
6554,1,64,Mate,0,10+5,ultrablack15,1052,karsh,1318
6555,0,27,Resign,1,14+8,karsh,1318,rosandorus,1181
6556,1,27,Mate,1,10+5,karsh,1309,athrye,1101
6557,1,28,Mate,0,15+5,athrye,1161,karsh,1297
6558,0,58,Resign,0,15+0,raz1336,1500,karsh,1297
6559,1,39,Resign,0,10+0,karsh,1297,gritodeguerra,2027
6560,1,131,Resign,1,10+10,dominik20081214,1365,karsh,1313
6561,1,31,Mate,1,15+0,karsh,1291,hefeweizen,1295
6562,1,27,Resign,1,10+10,mahdirahimipargoo,1581,karsh,1298
6563,1,34,Mate,0,15+15,mr_90,1434,karsh,1265
6564,1,43,Mate,1,15+0,briseidalinnankivi,1324,karsh,1284
6565,1,13,Mate,1,15+0,karsh,1252,briseidalinnankivi,1360
6566,1,62,Resign,1,15+0,briseidalinnankivi,1333,karsh,1272
6567,1,55,Mate,1,15+0,karsh,1235,briseidalinnankivi,1376
6568,1,99,Mate,1,15+8,unruckyluke,1191,karsh,1269
6569,1,44,Resign,1,15+8,karsh,1241,unruckyluke,1200
6570,1,112,Resign,0,15+0,allknightythen,1026,karsh,1224
6571,1,46,Mate,0,15+5,dearj,1029,karsh,1204
6572,1,21,Mate,1,15+5,karsh,1179,dearj,1050
6573,1,62,Mate,0,15+5,dearj,1077,karsh,1146
6574,1,32,Mate,0,15+5,ignut,982,karsh,1115
6575,1,54,Mate,0,15+0,ravoshm,1005,karsh,1072
6576,1,93,Mate,1,15+0,karsh,1011,ravoshm,1015
6577,1,56,Mate,0,15+0,ravoshm,1026,karsh,916
6578,1,52,Resign,0,15+0,karsh,992,ravoshm,1017
6579,1,109,Mate,1,10+0,ro74cky,1483,killer1045,1222
6580,1,55,Mate,1,10+0,gamingprof,1573,ferdidurke,1566
6581,1,37,Resign,1,10+0,gamingprof,1561,manni24,1567
6582,1,46,Resign,0,10+0,laguigne,1533,gamingprof,1550
6583,1,35,Resign,1,10+0,gamingprof,1538,tatanov,1545
6584,1,34,Mate,0,10+0,and29rey,1385,gamingprof,1531
6585,1,41,Mate,1,10+0,gamingprof,1508,usuarioconnombre,2203
6586,1,51,Out of Time,1,10+0,gamingprof,1498,aloni90,1780
6587,0,46,Resign,0,6+4,rikjariccardo,1857,gamingprof,1498
6588,1,65,Resign,1,5+5,eloy30,1570,gamingprof,1507
6589,1,61,Mate,1,5+5,didenko777sds,1547,gamingprof,1518
6590,1,72,Resign,0,5+5,gamingprof,1527,pawnsoffury2,1611
6591,0,61,Mate,1,7+5,jamiecampos,1406,gamingprof,1527
6592,1,24,Resign,0,5+5,csekebeni,1344,gamingprof,1521
6593,1,113,Mate,1,5+5,gamingprof,1514,csekebeni,1350
6594,1,28,Resign,0,5+5,gamingprof,1520,winnirossi,1717
6595,1,33,Resign,1,5+5,tomeier,1538,gamingprof,1531
6596,1,58,Mate,0,5+5,gamingprof,1542,conan66,1557
6597,1,88,Resign,0,5+5,kilro,1454,gamingprof,1532
6598,1,82,Resign,0,5+5,farnaz-sh65,1654,gamingprof,1515
6599,1,46,Resign,1,5+5,nalamothu,1537,gamingprof,1504
6600,1,23,Resign,1,10+0,white_slonik,1984,gamingprof,1505
6601,1,49,Resign,0,10+0,markalone8,1356,gamingprof,1498
6602,1,56,Resign,0,10+0,gamingprof,1499,ruva98,1995
6603,1,144,Mate,0,5+5,gamingprof,1512,the_promise,1447
6604,1,65,Mate,1,5+5,snowneko,1578,gamingprof,1521
6605,1,69,Out of Time,1,10+0,gamingprof,1506,gui84,1605
6606,0,57,Mate,1,20+1,amirhossein2014,1757,gabrielexy,1040
6607,0,19,Resign,1,20+1,amirhossein2014,1757,zakeee,1022
6608,0,63,Resign,0,20+1,amirhossein2014,1757,tonybleff,1932
6609,0,103,Mate,1,25+3,amirhossein2014,1757,giocecas,1809
6610,0,45,Resign,1,25+3,hh88,1962,amirhossein2014,1757
6611,1,89,Resign,1,25+3,amirhossein2014,1741,sabrifisher,1849
6612,1,106,Resign,0,25+3,amirhossein2014,1731,artem2008,1854
6613,0,130,Resign,0,25+3,chessaurio,1922,amirhossein2014,1731
6614,0,70,Resign,0,25+3,amirhossein2014,1731,dimsans,1832
6615,0,49,Resign,1,25+3,amirhossein2014,1731,aleks_1969,1829
6616,0,63,Resign,0,25+3,mlatasrb,1989,amirhossein2014,1731
6617,0,82,Resign,1,25+3,amirhossein2014,1731,alex_17,1811
6618,0,53,Resign,1,25+3,nadir123,1859,amirhossein2014,1731
6619,0,82,Resign,0,25+3,amirhossein2014,1731,br_victorhugo,1866
6620,0,41,Resign,1,25+3,marketa27,1944,amirhossein2014,1731
6621,0,34,Resign,0,25+3,amirhossein2014,1731,soric,1839
6622,0,68,Resign,0,25+3,feykinecevapalanadam,1881,amirhossein2014,1731
6623,0,31,Resign,1,35+3,sergeyb78,1806,amirhossein2014,1731
6624,0,53,Out of Time,1,35+3,amirhossein2014,1731,hadimath,1803
6625,1,45,Resign,1,35+3,amirhossein2014,1713,draginjapesic,1885
6626,0,57,Resign,0,35+3,oniav,1856,amirhossein2014,1718
6627,1,71,Out of Time,1,15+10,amirhossein2014,1701,mert2006,1821
6628,0,89,Mate,1,35+3,ordo,1947,amirhossein2014,1701
6629,0,37,Resign,1,35+3,amirhossein2014,1701,putin_17,1897
6630,0,53,Draw,0.5,35+3,aleks_1969,1859,amirhossein2014,1701
6631,0,37,Resign,1,35+3,amirhossein2014,1701,pablopaz,1919
6632,0,28,Resign,0,35+3,antagui,1858,amirhossein2014,1701
6633,0,61,Resign,1,35+3,amirhossein2014,1701,gozashte,1956
6634,0,81,Draw,0.5,35+3,zubr2110,1868,amirhossein2014,1701
6635,0,26,Mate,0,35+3,amirhossein2014,1701,for_star,1812
6636,0,23,Out of Time,1,35+3,jdvober,1822,amirhossein2014,1701
6637,0,27,Resign,1,35+3,tonasacre,1833,amirhossein2014,1701
6638,0,73,Resign,1,35+3,amirhossein2014,1701,joca104,1910
6639,0,89,Resign,1,35+3,vladimir5678765,1897,amirhossein2014,1701
6640,0,78,Resign,0,30+3,amirhossein2014,1701,antagui,1807
6641,0,47,Draw,0.5,30+3,farshiiiid,1841,amirhossein2014,1701
6642,0,75,Mate,1,30+3,albatz59,1832,amirhossein2014,1701
6643,1,57,Mate,1,10+0,nooberdog,1510,arnomass,1412
6644,1,30,Resign,0,10+0,borhen,1479,arnomass,1399
6645,1,36,Mate,0,10+0,arnomass,1409,ibrahimandretti,1439
6646,1,18,Resign,0,10+0,arnomass,1426,budnii,1159
6647,1,128,Resign,1,10+0,profetagentileza,1428,arnomass,1437
6648,1,54,Resign,0,10+0,arnomass,1449,profetagentileza,1416
6649,1,58,Resign,0,10+0,immanu-el,1497,arnomass,1437
6650,1,113,Mate,1,15+15,gudimov,1507,arnomass,1445
6651,1,90,Out of Time,0,15+15,marmooool,1390,arnomass,1435
6652,1,58,Mate,0,15+15,arnomass,1451,yourturnsoon,1294
6653,1,45,Resign,1,15+15,parth_zalaa,1451,arnomass,1450
6654,1,79,Draw,0.5,15+15,arnomass,1449,baron_sigma,1485
6655,1,35,Mate,1,15+15,miguelpor51584,1362,arnomass,1463
6656,1,31,Resign,0,10+0,arnomass,1488,fatihkksl,1438
6657,1,67,Resign,1,15+15,cheateralert,1574,arnomass,1497
6658,1,40,Mate,0,15+15,arnomass,1506,cheateralert,1565
6659,1,83,Mate,1,10+0,capt74,1394,arnomass,1521
6660,1,48,Mate,0,15+15,arnomass,1531,salbertosis,1539
6661,1,129,Mate,1,15+15,arslan1992,1531,arnomass,1543
6662,1,20,Resign,0,15+15,barbaram,1253,arnomass,1539
6663,1,67,Resign,1,15+15,curseofthesadmonk,1673,arnomass,1546
6664,1,46,Resign,0,15+15,arnomass,1553,alexanderchessu,1677
6665,1,118,Mate,0,15+15,arnomass,1557,barnak,1849
6666,1,114,Mate,0,8+0,dsrxjtg,1934,tony995,1949
6667,1,107,Out of Time,1,8+0,tony995,1949,icichh,2077
6668,1,38,Resign,1,10+0,tony995,1949,martemianov,1863
6669,1,57,Draw,0.5,10+0,monclayer2,1776,tony995,1949
6670,1,111,Resign,1,10+8,tony995,1949,pol2013,1845
6671,1,20,Resign,0,10+8,pol2013,1845,tony995,1949
6672,1,154,Resign,0,15+8,nuhbek,2057,tony995,1949
6673,0,96,Resign,0,15+8,nuhbek,2057,tony995,1949
6674,1,90,Draw,0.5,15+8,tony995,1949,nuhbek,2057
6675,1,80,Resign,0,6+4,palermo1016,2033,tony995,1949
6676,0,2,Resign,0,8+0,wblake66,2021,tony995,1949
6677,1,119,Resign,1,5+8,tony995,1949,mundo2015,1714
6678,1,184,Mate,0,6+4,chstrhck6161,2276,tony995,1949
6679,1,38,Mate,0,17+8,ipetrov123456,1874,tony995,1949
6680,1,64,Mate,0,17+8,ipetrov123456,1883,tony995,1817
6681,1,113,Draw,0.5,5+5,fernandoantonio,1707,tony995,1881
6682,1,41,Mate,1,5+5,tony995,1500,zspirus,1772
6683,1,65,Mate,1,5+8,marinho_797,1392,smartguy101,1067
6684,1,25,Resign,1,8+5,antoniusblockk,1342,smartguy101,1075
6685,1,56,Mate,0,10+0,smartguy101,1077,faluba1,1631
6686,1,150,Draw,0.5,10+0,smartguy101,1057,lgonzaguille,1595
6687,1,9,Mate,1,10+0,houseof,1286,smartguy101,1067
6688,1,40,Mate,0,10+0,smartguy101,1068,brasi,1822
6689,1,97,Mate,1,10+0,macetico,1428,smartguy101,1073
6690,1,98,Out of Time,0,10+0,axouu,1291,smartguy101,1037
6691,1,43,Mate,1,10+0,fghhh,1612,smartguy101,1039
6692,1,162,Mate,0,10+0,smartguy101,1006,thevu13,1228
6693,1,23,Resign,1,30+0,turgaycanoglu,1553,smartguy101,1008
6694,1,132,Mate,0,5+8,smartguy101,1015,farmoa11,1301
6695,1,89,Mate,1,5+8,farmoa11,1297,smartguy101,1024
6696,1,31,Mate,1,5+8,kingtakesking,1738,smartguy101,1025
6697,1,35,Resign,1,2+10,mrbass,1130,smartguy101,1044
6698,1,27,Resign,0,30+0,smartguy101,1047,thiagobezerra,1492
6699,1,50,Resign,0,10+0,chopinesque,1335,siakhatar_gh,1329
6700,1,83,Mate,1,10+0,siakhatar_gh,1321,shahrooz888,1826
6701,0,57,Mate,1,10+0,shahrooz888,1826,siakhatar_gh,1321
6702,0,45,Draw,0.5,20+20,spotter,1364,esteban105,1422
6703,0,53,Mate,1,20+20,esteban105,1422,spotter,1364
6704,1,71,Mate,1,20+5,esteban105,999,mukarim,1375
6705,0,74,Mate,0,5+10,thechuff,1241,aysallinn,1430
6706,0,77,Resign,1,5+10,aysallinn,1430,thechuff,1241
6707,1,55,Mate,1,10+1,grandmuppet,1259,thechuff,1324
6708,1,57,Resign,1,13+0,monoreto,1182,thechuff,1459
6709,1,27,Resign,1,5+8,thechuff,1428,minutillo,1110
6710,1,32,Resign,0,15+0,fede22,1286,thechuff,1318
6711,1,102,Mate,0,5+8,thechuff,1574,danielomarto,1303
6712,1,69,Mate,1,5+8,thechuff,1500,reysalomon,1022
6713,1,75,Mate,1,13+0,gigah,1314,crixin,1196
6714,1,94,Out of Time,0,10+0,dbercaw,996,crixin,1191
6715,1,45,Mate,1,10+0,crixin,1185,dbercaw,1002
6716,1,70,Mate,0,10+0,dbercaw,1009,crixin,1179
6717,1,56,Mate,0,9+0,crixin,1187,kanep,1265
6718,1,95,Out of Time,1,9+0,thunderleon,1107,crixin,1201
6719,1,60,Out of Time,0,9+0,draconikus,1307,crixin,1187
6720,1,50,Mate,0,9+0,crixin,1194,draconikus,1299
6721,1,79,Out of Time,1,12+0,afberretta,1287,crixin,1203
6722,1,82,Mate,0,17+0,crosshair,1047,crixin,1202
6723,0,69,Mate,1,9+0,crosshair,1047,crixin,1202
6724,0,60,Resign,0,9+0,crosshair,1047,crixin,1202
6725,1,130,Mate,0,15+0,crixin,1217,dimitrapdm,1041
6726,1,66,Mate,0,15+0,nebmes,1253,crixin,1205
6727,1,82,Mate,0,10+0,crixin,1212,raacheed,1359
6728,1,24,Resign,0,10+0,sweetkhajiit,1194,crixin,1201
6729,1,69,Resign,1,10+0,jvc91994,1356,crixin,1208
6730,1,62,Resign,0,9+0,crixin,1214,yefi,1359
6731,1,57,Resign,1,9+0,yefi,1352,crixin,1222
6732,1,15,Resign,1,9+0,crixin,1206,yefi,1368
6733,1,65,Out of Time,1,9+0,ladynorth,1306,crixin,1214
6734,1,42,Resign,0,9+0,crixin,1223,ladynorth,1297
6735,1,35,Out of Time,1,9+0,crixin,1212,ochko_losya,1175
6736,1,30,Resign,0,9+0,crixin,1218,baburao,1393
6737,1,56,Resign,1,9+0,baburao,1386,crixin,1224
6738,1,49,Resign,1,9+0,dsebas32,1315,crixin,1239
6739,1,35,Mate,1,9+0,limalorenzo,1264,crixin,1249
6740,1,60,Mate,0,9+0,crixin,1257,asilda,1343
6741,1,96,Mate,0,9+0,crixin,1264,burstoutlaughing,1242
6742,1,33,Resign,1,9+0,lfilipio,1352,crixin,1272
6743,1,22,Resign,0,9+0,crixin,1281,lfilipio,1342
6744,1,82,Out of Time,0,9+0,zaho3a,1331,crixin,1267
6745,1,18,Resign,0,9+0,dookieface,1380,crixin,1251
6746,1,14,Resign,0,9+0,m-gibellato,1023,crixin,1246
6747,1,123,Out of Time,1,9+0,crixin,1240,m-gibellato,1047
